event01_34_99.bytes,,Llo,,
722,,"高台から見下ろした時に視界に映った
あの村の風景は、どこにもない。
……まるで幻のように、消え去っていた。",The landscape that used to be visible from the high ground was nowhere to be seen... vanishing as though all it had ever been was a mirage.,
724,？？？？,"どうしました、お嬢？
ひょっとして、夢でも見てたんですかい？","What's the matter, Lady? You dream about something by chance?",
727,縁寿,"夢……か。
そうね、きっと夢なんでしょうけど……。","A dream...
Yeah, surely that was a dream...",
729,,"何もかもが自分の思い描いた妄想、と呼ぶには
あまりにもリアルすぎて、納得するのは難しい。","But to brush it off as all a wild fantasy is difficult, given how vivid it was.",
732,縁寿,（……。それに……）,(...And plus......),
734,,"わずかに覚えのあるお兄ちゃん、
朱志香お姉ちゃんはともかくとして……
村にいた女の子たちの顔は全く見覚えがなかった。",While I barely remembered Onii-chan and Jessica Onee-chan... I was completely unable to recognize the faces of the village girls.,
735,,"空想の中の真里亞お姉ちゃんや七杭たちとは
明らかに違うというか、別種の存在だ。
いや、想像上の人物というよりも、これは……。","Their existence clearly differs from the kind in my imagination, like Maria Onee-chan and the Seven Stakes. No, rather than them being imaginary, it was more like...",
738,縁寿,……幽霊に、会ったのかもね。,...I may have come into contact with ghosts.,
741,？？？？,"はぁ？　すんませんお嬢、なんて言ったんです？
ちょいと聞き逃しまして、もう一度……。","Huh? Sorry, Lady, you wanna say that again? I missed what you said. Just one more time...",
744,縁寿,"何でもないわ。……早く、車に戻りましょう。
さっさとホテルに入って、ひと眠りしたいわ。",Ignore it. ...Let's head back to the car right away. I want to go to the hotel and sleep.,
747,？？？？,おっと、縁寿さん……？,"Uhh, Ange-san...?",
748,,"護衛はまだ未練が残るようなことをぼやきながらも、
職務には忠実らしく私のすぐ後ろをついてくる。","While complaining about still having leftover regrets or something, my escort faithfully attended to his duty and followed behind me.",
749,,"そんな彼を肩越しに見やってくすっ、と
笑ってから、私はなぜかすっきりした気分で
車の駐めた場所へ向かって歩き続けた。","Looking back at him over my shoulder, I let out a stifled laugh. For some reason, I felt refreshed as we continued walking to where the car was parked.",
753,縁寿,雛見沢……ね……。,Hinamizawa... huh...?,
754,,"東京に帰ったら今度、資料を探してみよう。
今、私が求めてるものとは方向性が違うだろうけど、
気晴らし程度にはなるはずだ。","I'll try to find some primary sources the next time I'm back in Tokyo. This might not exactly be what I'm looking for right now, but it should be a good distraction.",i changed this back to primary sources from materials
755,,そんなことを考えながら、私は天を仰ぐ。,"As I think that, I look up at the sky.",
757,,"周囲から聞こえるひぐらしの鳴き声が、
やけに甲高く感じられていた――。",The surrounding noise of the Higurashi chirping felt incredibly shrill--,
