event01_33_99.bytes,Character Names,Japanese Text,Translation,Notes TL,Notes QC
509,？？？？,"私も意外だったよ。
この学園に変化の兆しを少しでも加えたくて、
徒手空拳で玉砕するつもりだったからさ。","I was surprised too.
I was fighting empty-handed, ready for a merciless death despite wishing to add some signs of change to this academy.",editz,
511,？？？？,"手は打ったと言ったけど、どれだけ負け戦を
善戦に近づけられるか……それくらいの期待しか
していなかったからね。","I mentioned how I tried a few things, but I still viewed it like...
""It doesn't matter how close the battle gets if I'm on the losing side"".",editz,
514,Rika (高校生クリスマス),"……でも、驚くほど票が集まった。
実はみんな、このままじゃいけないって言葉には
出せなくても、内心で思っていたのかもしれない。","...But, you surprisingly accumulated a high number of votes. Even though they weren't outwardly saying things couldn't continue the way they were, they still may have felt that in their hearts.",editz,
516,Rika (高校生クリスマス),"変わりたい、良くなりたいって思いは
隠れていただけでみんな、同じように持っていた。
だから……会長に票を投じたんです。私も……。","""I want to change and I want to better myself"". Everyone had those feelings hidden inside of them just like you did. So... they voted for you. Just as... I did...",editz,
518,,"……何度も迷った。たかだか１票を加えても
焼け石に水だし、全く無意味だと思っていた。","...I hesitated many times. I figured that one single vote wouldn't matter much at all, and that it would be a complete waste of time.",,
519,,"でも、……私は見たかった。
この学園に、ほんの少しでも変わる余地が
あるかもしれないという、希望の姿を。","But... I wanted to see it.
Whether it was possible for there to be any room for change at this academy. That hopeful image.",editz,
520,,"そして、何より……起こる可能性が
限りなく低いとわかっていても……。","And, above all... even if I knew the possibility of such a thing was infinitely low...",,
521,,"数えきれないほど繰り返してきた悪夢が終わり、
やっと前に進むことができると実感した時に見た
「奇跡」の美しさと素晴らしさを、もう一度……。","I wanted to see the beauty of a ""miracle"" once again, the kind I've seen after my countless repeated nightmares were over and I was finally able to move forward.",,
523,？？？？,"……そっか、ありがとう。
やっぱり民主主義って、捨てたもんじゃないね。","...I see, thank you. I guess democracy hasn't been abandoned.",,
526,Rika (高校生クリスマス),"……。でも、あなたは１年後には卒業します。
そうなった後は、結局……。","...But you'll graduate in 1 year. Once that happens, it's back to...",,
529,？？？？,"そうだね。私がどれだけ苦心して
ルールや常識を変えても、卒業した途端に
元へ戻されるかもしれない。","You're right. No matter how hard I work to change the school's rules and social etiquette, once I graduate, it might all go back to square one.",,
531,？？？？,"私という生徒会長が存在した記録すら、
抹消されるかもね。でも……。",The fact a president like me ever existed may disappear from everyone's memories. But...,,
533,？？？？,"一度起きたことは、誰かの記憶に残る。
それがほんの小さな、大人になって振り返ると
実につまらない些細な出来事だったとしても……。","Once an event occurs, the memory of it will remain somewhere.
Even when we become adults, when we look back and it seems like a trivial memory...",editz,
535,？？？？,"どこかに必ず、痕跡が残って種子ができる。
それをいつか誰かが見つけて、
また芽吹かせてくれるかもしれない……だろう？","A trace of it will be left somewhere, and that'll turn into a seed. Someday, someone will find it, and it might sprout once again... right?",,
538,Rika (高校生クリスマス),"……見つけられなかった時は？
誰の目にも留まることがなかったら、
そういうこともあると思いますが。",...And what if no one finds it at all? I think that possibility also exists.,editz,
541,？？？？,うん、人間は見ていないかもしれないね。,"Yes, perhaps a human may not see it.",,
543,？？？？,"だけど……神様は見てくれている。
私はそう、信じているんだよ。",However... God will see it. That's what I believe.,,
549,Rika (高校生クリスマス),――っ……！,--ah...!,,
559,Hanyuu (巫女),……梨花。,...Rika.,,
566,,"懐かしい姿が一瞬脳裏に裏に浮かんで、
一瞬……胸が詰まりそうになる。","A nostalgic figure comes to the back of my mind... and for a moment, I felt a weight press onto my heart.",,
567,,"そんな私を見て、生徒会長は何を思ったのか
取り繕うように言葉を続けていった。","Seeing my reaction to that, the president continued to speak as if glossing over whatever my thoughts were.",,
570,？？？？,"それに……今週送る手紙のネタ程度にはなる。
私への報酬は、それで十分だよ。",And with that... that's just about the right number of topics for the letter I'll send this week. That's enough of a reward to me.,TO EUA HOMEGIRL?!$?!$,
573,Rika (高校生クリスマス),……手紙？,...Letter?,,
575,,それは誰への、と尋ねかけて――。,"Just as I was about to ask, ""A letter to who?""--",TO EUAAAAAAAAAAA,
583,Satoko (高校生クリスマス),とけた……とけたーっ！　ほどけましたわぁ！,I did it... I untangled it~! It's finally undone!,,
588,,沙都子があげた歓声に、私の声はかき消された。,My voice was drowned out by Satoko's cheering.,,
591,Satoko (高校生クリスマス),"梨花ぁー！　生徒会長ー！
モールがほどけましたわよー！",Rikaa~! President~! The tinsel is finally untangled~!,,
594,？？？？,"おぉ、すばらしいね。
さて、そんな素晴らしい北条さんに提案だ。","Ooh, how wonderful. I have a proposal for such a wonderful Houjou-san.",,
596,？？？？,"生徒会に入るという私の誘い……
改めて考えてくれたかな？",My invitation to the student council... won't you think it over again?,,
599,Satoko (高校生クリスマス),"ま、また急に勧誘してきますわね……
何度もお断りしておりますが、
今の私にそんな余裕はありませんの。",Y-You're trying to persuade me again all of a sudden... I've already refused it over and over; I don't have any time for that at the moment.,,
601,Satoko (高校生クリスマス),"せっかく上がりかけたテストの点が下がったら、
何を言われるかわかったものではありませんわ！","If my grades I finally managed to raise lowered again, I don't even want to think of what they'd say to me!",,
604,？？？？,"そうか。
まぁ気が変わったら、いつでも来るといい。
古手さんも一緒にね。","I see. Well, if you change your mind, you can always come to me. Together with Furude-san.",,
607,Satoko (高校生クリスマス),"私を引き込むことができれば、
梨花も引き込めるという算段ですの？","You believe that if you manage to lure me in, Rika will join too?",,
610,？？？？,"私は北条さんと古手さん、どちらも欲しいよ。
それぞれ違った魅力と能力があるからね……
生徒会を楽しい場所にしたいんだ。","I want both of you, Houjou-san and Furude-san. You have different charms and abilities, after all... and I want to make the student council livelier.",,
613,Satoko (高校生クリスマス),"……本気で？
そんなことが、できますの？",...In all seriousness? You can do such a thing?,,
616,？？？？,"するんだよ。
少なくとも私は、そう心に決めた。",I will do it. I have decided it in my heart.,,
618,？？？？,"だから手始めに、気に入った生徒には
愉快な格好でパーティーに
出席してもらおうとしている……なんてね？","And as a first step in that process, I invite students I like to my party and make them wear entertaining outfits...... just kidding!",,
622,Rika (高校生クリスマス),――ッ……！,--kh...!,,
624,Satoko (高校生クリスマス),……考えておきますわ。,...I'll think about it.,,
628,？？？？,"おぉ、初めて前向きな返事をもらえたよ。
実に嬉しいね……ゆぷぃ。","Ooh, this is the first time I got a positive response. I truly am happy...
Yippie!",I HATE HERRRRHR,
631,Rika (高校生クリスマス),（……ゆぷぃ？）,(...Yippie?),,
634,？？？？,"あぁ、無理に生徒会への勧誘はしないから、
パーティーには君たちも参加してくれ。","Ahh, I won't be forcing you two to join the student council, so just join us at the party.",,
636,？？？？,"缶コーヒーをはじめとした、
学校ではなかなか手に入らない嗜好品も
たくさん用意するつもりだからね。","On top of canned coffee, I'll have many more luxurious things there that you wouldn't be able to find anywhere else at school.",editz,
638,？？？？,"それじゃ、もうすぐ会場が使用できるから
時間になったら、飾りつけは任せたよ。
ははははは……！","Well then, the venue will be open soon, so I hope you guys have the decorations ready by then. Hahahahaha...!","edited this, removed the 'for everyone' bc this is a secret party for the student council members only",
639,,"楽しそうに笑いながら、生徒会長は去ってゆく。
……その姿が見えなくなると、
どっと疲れが押し寄せてきた。","The student council president walks away, laughing happily.
...As soon as I couldn't see her any longer, I felt a rush of exhaustion.",,
642,Rika (高校生クリスマス),（ダメ……私、やっぱりあの人苦手だわ……）,(I can't do it... I really just don't like that person...),,
644,,"本人が言うほど、悪人ではないと思う。
ただ、同じように口は上手くても……
たとえば圭一とはかなり方向性が違う。","I don't think she's as bad as she says. But, even if she's good at persuading... she's the direct opposite of Keiichi, for example.",editz,
647,Rika (高校生クリスマス),"（どちらかと言えば、……誰だろう。
しいてあげるとしたら、詩音くらいだろうか）","(If I had to liken her to someone... who would it be?
I guess if I had to pick, it'd probably be Shion.)",OH LORD THIS IS MEANINGFUL TO ME // editz,
654,Satoko (高校生クリスマス),…………。,............,,
659,,はぁ、と沙都子が息を吐く。,Satoko lets out a deep sigh.,,
660,,"今日の彼女は、ため息が多い……
けど、そのどれもに楽しげな色を含んでいた。","She's been sighing a lot today...
Despite that, all of her sighs sounded coloured with fun.",,
664,Satoko (高校生クリスマス),"まったく、あの人にはいつも驚かされますが……
魅音さんには、それ以上に驚かされましたわ。",Oh brother; that person indeed always surprises me... but Mion-san was the one who surprised me the most.,,
666,Rika (高校生クリスマス),え……？,Eh...?,,
668,Satoko (高校生クリスマス),"魅音さんが、銀座で梨花と一緒に現れて……
あの時は心臓が止まるかと思いましたわ。","For Mion-san to appear together with you at Ginza...
My heart nearly stopped back then, Rika.",,
670,Rika (高校生クリスマス),あ、あぁ……。,O-Oh...,,
673,,"確かに沙都子にとっては、
一番予想外の展開だったのかもしれない。","For Satoko, that definitely must've been the most unexpected development to happen.",,
677,Rika (高校生クリスマス),"魅音と同じ新幹線に乗るなんて……
偶然にしては、できすぎている気がしたわね。","Who would've thought I was riding the same train as Mion...
Sure it was a coincidence, but it felt way too surreal.",,
679,Satoko (高校生クリスマス),偶然ではなくて、奇跡ではありませんの？,"Maybe it's not a coincidence, but a miracle?",,
681,Rika (高校生クリスマス),奇跡……？,A miracle...?,,
683,Satoko (高校生クリスマス),"だって、もうすぐクリスマスですわ！
奇跡の１つや２つ、起きたとしても
おかしくありませんわ～！","It's almost Christmas, after all!
It wouldn't be weird for one or two miracles to happen~!",,
685,Rika (高校生クリスマス),……奇跡。,...Miracles.,,
688,,"奇跡……奇跡。
確かに、そうかもしれない。",Miracle... a miracle. Maybe that was it.,editz,
689,,"魅音がいなければ、
私と沙都子はすれ違っていた。","If Mion wasn't there, Satoko and I would have went our separate ways.",,
690,,"そもそも、詩音が偶然送ってきた雑誌がなければ
マフラーの再販を沙都子が知ることもなかった。","If Shion hadn't happened to send the magazine with that ad in the first place, Satoko wouldn't have even known about the scarf being on resale.",order,
693,Rika (高校生クリスマス),（奇跡を手にして……その後は？）,(After getting this miracle... what now?),,
695,,"今はまだ、沙都子の寮の部屋にあるマフラー。
彼女はそれを、クリスマスにくれると言った。","The scarf is still at Satoko's dorm.
She said she'd give me it on Christmas.",,
698,Rika (高校生クリスマス),"（あの生徒会長に頼むのは、
少し納得がいかないけれど……）","(It's a little bit frustrating to ask for that student council president's help, but...)",,
703,Rika (高校生クリスマス),"ねぇ、沙都子。
クリスマス、あの会長に頼んで２人一緒に
外へお出かけしない？","Hey, Satoko. On Christmas, why don't we ask the president for help so the two of us can go out together?",SQUEAL,
705,Satoko (高校生クリスマス),お出かけ……ですの？　どちらに？,Go out... you said? Go out where?,,
707,Rika (高校生クリスマス),"どこでもいいわ。近くを散歩するだけでもいい。
お揃いのマフラーを巻いて、出かけたいの。","Anywhere. Even if it's just taking a stroll nearby.
I want to go somewhere with you wearing our matching scarves.",STOPPPPPPPP,
710,Satoko (高校生クリスマス),……えぇ！　もちろん喜んで、ですわ～！,"......Okay! And gladly, of course~!",,
717,,"さて……クリスマスの少し前に起きた
奇跡のお話は、これでおしまい。",Now... the story that happened a little before Christmas ends here.,,
718,,"クリスマスが終わった後、どうなるか？
……それこそ、本人たち次第というものでしょう。","What might happen after Christmas is over?
...It certainly all depends on those two.",,
720,,"メリークリスマス。
どうか、よき聖夜が過ごせますように。",Happy Holidays. And may you have a pleasant Christmas Eve.,editz,
