event01_33_03.bytes,Character Names,Japanese Text,Translation,Notes TL,Notes QC
651,Satoko (冬服),"この手袋、梨花に似合いますわね……
やはり、入れ替わっていたみたいですわ。","These gloves really do suit you, Rika... 
Maybe the presents actually were switched.",editz,
654,Rika (冬服),はい……でも、これで元通りなのですよ。,"Yes... but now, they're back to where they belong.",,
657,,微笑み合う２人を前に、自然と口元が緩む。,My mouth naturally loosened into a smile as I watched the two of them grinning at each other.,,
660,Kazuho (冬服),よかったね、２人とも……わぁっ？！,What a relief; you two have... wah!?,editz,
663,,"その時、突然トラックに跳ね飛ばされたような
衝撃が私を襲って……？！","All of a sudden, something flung into me and hit me like a truck...?!",shortened,
669,Kazuho (冬服),わぁーっ？！,Waaah?!,,
672,Miyuki (冬服),おぅ、っと！,O-Oof!,,
675,,"突き飛ばされた私は、
そのまま美雪ちゃんがキャッチしてくれた。","As I flew back from the impact, Miyuki-chan caught me.",,
679,Miyuki (冬服),"びっくり……一穂が飛んできたよ。
ソリから振り落とされたサンタを
受け止めた気分だねー。","Woah... you flew over here, Kazuho. You were like Santa getting thrown off his sleigh.",,
681,Kazuho (冬服),"えっ、えっ？
私、いつの間にサンタになったの？",H-Huh? When did I become Santa?,,
685,Mion (冬服),"まぁ、暴走トナカイじゃないけど……
暴走の巻き添えを食ったのは確実だね。","Well, it wasn't a reindeer running buck wild... but it's safe to say {i}something{/i} running buck wild is involved.",,
688,,ほれ、と魅音さんが指し示す先には……。,"""Check it"", and what Mion-san pointed to was...",,
696,Rena (冬服),"はうぅっ！！
梨花ちゃんも沙都子ちゃんもかぁいいよ～！！","Hauu!! Rika-chan, Satoko-chan, you two are so kyute~!!",,
701,,"梨花ちゃんと沙都子ちゃんを両腕に抱え、
満面の笑みを浮かべるレナさんがいた。",Rika-chan and Satoko-chan were stuffed into Rena-san's arms as she was grinning from ear to ear.,,
704,Kazuho (冬服),な、何があったの……？,W-What happened...?,,
709,Mion (冬服),悪く思わないでやってよ、一穂。,"Don't think bad of her, okay, Kazuho?",editz,
711,詩音 (冬服),"梨花ちゃまと沙都子を見て、
レナさんの頭のネジが何本か
吹っ飛んじゃったみたいなんです。",It seems that seeing Rika-chama and Satoko made some of Rena-san's loose screws fall off completely.,,
716,Kazuho (冬服),そ、それはわかったけど……。,"Th-that I understood, but...",,
722,Nao (冬服),ほ、ほわぁ……。,H-Howahh...,,
725,Hanyuu (冬服),あ、あぅあぅ……。,A-Au au...,,
730,Kazuho (冬服),"な、なんで菜央ちゃんと羽入ちゃんは
あっちで目を回してるの……？",W-Why are Nao-chan and Hanyuu-chan over there with their eyes spinning...?,,
733,Miyuki (冬服),レナが堪能した残骸。,The destruction in Rena's wake.,,
736,,"……もうその言葉だけで、
何が起こったのかが把握できてしまった。","...Just with those few words, I caught onto what happened.",,
743,Rena (冬服),"はぅ～、このままみーんなまとめて
レナのクリスマスプレゼントとして
おっ持ち帰り～したぃ～っ！","Hau~, at this rate, I'm gonna want to take eeeeveryone here home with me as a Christmas preseeeenttt~!",,
746,Satoko (冬服),ぐえっ？！　ちょっ、レナさん！,"Gweh?! Hol-, Rena-san!",,
748,Rika (冬服),そ、そんなに抱きしめたら苦しいのです……！,D-Don't hold us so tightly...!,,
753,Rena (冬服),だってだって、かぁいいんだもーん！,"But, but, you're so kyuuuuutee!",,
760,,"ぎゅぅっ、とレナさんの腕の中にとらえられた
梨花ちゃんと、沙都子ちゃん。","{i}Squeeeeze{/i}, Rena-san had Rika-chan and Satoko-chan tight in her clutches.",,
761,,"ちょっと苦しそうだけど……
でも、隙間なくぴったりくっついた２人は
少しだけ楽しそうでもあった。","It looked a little bit painful... but the two of them looked like they were having fun being held together perfectly, no gaps between them.",,
765,Satoko (冬服),"まったく、いつものこととはいえ、
困ったものですわね……。","Jeez, how troublesome this is, even if this is the same old pattern...",editz,
767,Rika (冬服),……くすっ。,...*giggle*.,,
769,Satoko (冬服),ふふっ……。,*chuckle*...,,
771,？？？？,あははははっ……。,Ahahahaha...,,
