event01_30_03.bytes,,Llorona; I deeply welcome any and all feedback to my interpretations. Please let me know if there's something I should fix!,hanss - QC,Naegles - QC2,
632,Nao (Casual),嬉しいですけど、あたし、ちゃんと湯船にお湯を張りたいです。,"I'd be happy to, but I want to give myself a proper bath.",,
636,,"　灯りのスイッチを入れる。
　洋館らしい雰囲気を壊さない、暗めの証明が部屋を照らした。","I hit the light switch. Without breaking the Western-style house feel, the lights revealed some disturbing evidence.",,
650,Nao (Casual),ッッッ………………………、,H-............,,
656,詩音 (Casual),どうしたんです？　………ひッ？！？！　お、お姉……！！,What happened? .........Heee?!?! S-Sis...!!,,
658,Mion (Casual),……やって、……くれるねぇ………。,...They've... done it...,Note: need to fit with chapter 5 line 36,
661,,これが……、魔女の存在を認めぬ者への、悪戯。,This is... a prank... geared towards people who don't acknowledge the witch's existence.,,
664,Nao (Casual),ど、………どういうこと…………。,W-... what is this...,any changes to these last few lines must also be made starting from the top of the last page,
667,,"　魅音さんと詩音さんのベッドは、……何事もないのに。
　あたしのベッドだけが……、#p殺#s・#r#pさ#s・#r#pれ#s・#r#pて#s・#r#pい#s・#r#pる#s・#r……。","Mion-san and Shion-san's beds had... nothing on top of them, but my bed alone was {i}murdered{/i}...",furi?,
668,,"　毛布は乱雑に剥ぎ取られて散乱し……、まるで肌のように露出し
たシーツが……、鮮血に染まっている……。",The blanket was torn off disastrously... exposing the sheets underneath as if they were skin... skin that was... dyed red with blood...,,
669,,"　違う。ただ染まっているんじゃない。それは………鮮血のような
赤で描かれていた………。","No. It's not just dyed red. There is... something drawn on... with a red, blood-like substance...",,
672,Nao (Casual),ま………………魔法陣………………。,A.........  magic circle.........,,
